label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,major_axis_length,minor_axis_length,area_bbox,extent,area_filled,area_convex,euler_number,intensity_max-0,intensity_max-1,intensity_mean-0,intensity_mean-1,intensity_min-0,intensity_min-1,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,inertia_tensor_eigvals-2,solidity,well_area
266,74.74895467469476,4006.0137481184142,2654.970530188995,69,3967,2623,83,4048,2696,29895,87.51621871506678,11.297180560381863,82782,0.3611292309922447,29903,47079,-13,4466.0,371.0,898.345040976752,174.93734738250544,257.0,128.0,669.387185032542,389.33574133986383,292.81407255406515,0.6349964952526604,18064950
267,59.052820325796255,3563.9891198638466,1916.0369559931924,54,3523,1891,65,3606,1945,16452,74.24487977117363,8.835900135830851,49302,0.33369843008397226,16452,22847,1,5725.0,1470.0,783.950583515682,368.07956479455385,121.0,132.0,413.2779433877338,279.51876517232023,141.56649133645112,0.7200945419529916,18064950
268,68.46822450316662,3143.721627720754,3518.9957778263083,64,3116,3487,74,3174,3552,13737,64.23576930244288,8.618168751548847,37700,0.36437665782493367,13739,19933,2,2135.0,254.0,724.6446094489336,177.1086845745068,356.0,137.0,368.4067368728026,210.02534452534175,165.80867561047813,0.6891586815833041,18064950
269,48.750732600732604,3261.6404395604395,1824.0907326007325,43,3215,1759,56,3321,1886,27300,145.24745439385975,9.718567722474855,175006,0.15599465161194473,27300,76084,-25,4966.0,1379.0,669.0404029304029,235.45838827838827,132.0,141.0,1410.8479316104233,1059.563678323635,360.7293091444213,0.3588139424846223,18064950
270,27.680284966560045,2733.8390520500147,2440.9001163128814,24,2703,2407,34,2759,2477,6878,68.78628712426111,7.3708715404776965,39200,0.17545918367346938,6878,16107,-11,1032.0,255.0,565.2249200348939,196.22681011922072,270.0,155.0,380.98039503968107,239.29415218037568,147.1192175859278,0.4270193083752406,18064950
271,80.37963399308828,973.7294350193738,653.8300476489685,71,921,609,91,1035,708,76392,112.2163269005982,16.243850774953426,225720,0.3384370015948963,76480,112660,16,4633.0,1241.0,652.8100193737564,187.28978165252906,175.0,127.0,1106.1974619400935,642.8183355530439,489.7653951869451,0.6780756257766731,18064950
272,58.837640449438204,1127.3960674157304,2161.6977528089888,55,1089,2140,64,1149,2190,3560,73.52749520983635,6.824309239629842,27000,0.13185185185185186,3560,11563,-4,1153.0,720.0,447.1174157303371,248.0,116.0,109.0,337.2092163347208,272.64318742153023,69.22314857300029,0.3078785782236444,18064950
273,86.10757069870564,1167.2130118919297,397.06441973166477,76,1098,325,97,1226,455,114111,137.12663376601208,16.020853967039564,349440,0.3265539148351648,114192,161475,-11,4954.0,2616.0,544.8681722182787,269.33430607040515,97.0,141.0,1544.3647202429336,953.0190724915607,617.0124239346936,0.7066790524849048,18064950
274,55.28759894459103,3260.52541011816,2673.9950671102442,52,3235,2645,60,3290,2700,8717,57.38342647820269,6.275525156035607,24200,0.3602066115702479,8717,12232,-4,451.0,422.0,155.44223930251232,306.17620741080646,114.0,211.0,285.52938627438755,166.6119925181665,122.85561535462463,0.7126389797253107,18064950
275,89.83942460768706,3314.0932624516718,3811.5504434841937,77,3239,3745,101,3404,3893,175880,150.96175799649563,19.20998752902047,586080,0.3000955500955501,175979,261747,-13,2689.0,2049.0,435.0400500341142,300.92741642028653,141.0,139.0,2006.8989935711613,1157.923799912882,885.8775557447915,0.671946574363794,18064950
276,97.35216226321037,2516.291921111665,4550.6710649302095,86,2448,4470,101,2589,4632,64192,148.2791265597,10.27277775355652,342630,0.1873507865627645,64271,186383,-876,409.0,314.0,265.8107552342971,224.90176345962115,190.0,189.0,1864.2803507858985,1104.6114668040746,770.2218802592205,0.3444090931039848,18064950
277,55.05055069189495,3313.4435187800054,2812.630754024287,52,3284,2787,60,3344,2840,7082,66.75032248600688,6.737763902799505,25440,0.27838050314465407,7082,13432,-12,1174.0,212.0,584.1316012425868,172.85893815306412,322.0,131.0,354.950295213002,225.05015071978923,134.43989073419957,0.5272483621203097,18064950
278,50.43710551869235,1494.3534957112802,910.6238445208153,23,1352,810,77,1628,1022,840344,248.74146228313452,38.4532059504656,3159648,0.2659612716353214,841385,1303305,-1117,5413.0,2892.0,434.9248153137287,242.11411636187086,126.0,138.0,4731.8903087163,3167.5482053310475,1712.2070081721447,0.6447792343311811,18064950
279,81.72092056009981,799.303341189519,3412.2586718425064,75,755,3366,89,840,3456,36065,103.92311229146597,11.145557893760513,107100,0.33674136321195147,36095,53437,17,2240.0,225.0,671.9278247608485,182.2484680438098,232.0,139.0,804.4309831577468,546.2118364553907,270.6414927786729,0.6749068997136816,18064950
280,60.26445086705202,1275.0713192791568,3379.348265895954,55,1246,3352,66,1306,3410,11764,72.68441450156249,9.283805113672173,38280,0.30731452455590386,11767,20232,-6,2820.0,230.0,787.2390343420606,175.9858891533492,363.0,138.0,395.3549149362177,268.4606574411796,135.51316123390268,0.5814551206010281,18064950
281,43.74187404773997,2367.7526663280855,3068.0027932960893,38,2336,3033,50,2411,3108,7876,114.7615834096248,10.751421897382258,67500,0.11668148148148148,7876,27878,-9,3657.0,196.0,1011.4699085830371,145.74428643981716,486.0,104.0,745.0428911146397,664.2907049749891,92.31149342120165,0.2825166798192123,18064950
282,70.14583955523904,2578.951316938133,561.3973902455834,47,2496,482,93,2654,669,348232,156.62396846238653,34.48264135052715,1359116,0.2562194838409672,348343,563413,-559,4733.0,3639.0,371.6655275793149,320.68236118449767,137.0,153.0,2134.249291158092,1286.0060025707864,967.1485440382141,0.6180759052418031,18064950
283,56.23348300192431,3666.853752405388,2218.765234124439,54,3650,2203,59,3686,2236,3118,36.12542364570427,4.943734782061485,5940,0.5249158249158249,3118,3876,1,954.0,197.0,685.9769082745349,160.45862732520845,356.0,120.0,124.33136971809745,66.47433735884866,60.30108371878524,0.804437564499484,18064950
284,42.58711919997603,1733.8064529310332,1307.4796493493404,28,1641,1212,60,1836,1398,367089,183.5286149949781,24.856399173596756,1160640,0.3162815343258892,367385,535707,-18,6429.0,3974.0,469.27659504915704,354.92334284056454,121.0,160.0,3160.8472168816265,1715.0296550926043,1507.6016197767403,0.6852421192928224,18064950
285,95.12424502340875,2721.314749294164,4379.599013616383,86,2676,4336,101,2780,4423,55962,113.7918413037784,12.715929084927144,135720,0.4123342175066313,55972,71885,7,12149.0,1936.0,939.5205853972338,276.3522032807977,121.0,144.0,974.1281696343248,655.5138999898592,334.7837548937552,0.7784934270014606,18064950
286,79.51132664496505,3427.5530311115854,1036.7253855595281,72,3360,966,88,3486,1112,74956,139.4863869842616,12.56005275973494,294336,0.2546613394216134,74965,142080,-17,3523.0,929.0,703.6295960296708,198.83098084209402,110.0,98.0,1770.5163697666026,980.7103539625256,805.5815083368095,0.527561936936937,18064950
287,59.14059196617336,2839.5192389006343,3438.5837209302326,57,2816,3417,63,2865,3459,4730,50.62905322704867,5.217955602996061,12348,0.3830579850988014,4730,6388,0,1301.0,224.0,713.9403805496829,184.22093023255815,378.0,146.0,194.44109984451705,129.52640456710827,67.63740134489258,0.7404508453350032,18064950
288,78.36026255995961,1737.9899015400151,149.73163342590254,76,1717,126,82,1756,169,3961,47.10263390522115,5.13047797706987,10062,0.39365931226396345,3961,6002,1,1757.0,192.0,864.3231507195153,152.40267609189598,353.0,116.0,188.16743104871637,112.24899625412438,78.55061522191188,0.6599466844385204,18064950
289,63.852081746029036,654.475544694503,2412.8381257110836,35,480,2292,94,771,2524,1170748,248.7494337521796,47.10868037581002,3983208,0.2939208798536255,1171751,1740366,-1422,5868.0,3428.0,407.4513874890241,303.1174249283364,132.0,153.0,5182.683941513597,3204.7754279390115,2199.8312902496086,0.6727021787371162,18064950
290,47.214361429304155,2584.7099675158147,2899.128341026956,38,2524,2838,61,2644,2967,87735,144.206911436982,15.862122270080624,356040,0.24641894169194473,87800,125416,4,1135.0,2344.0,204.0257137972303,485.55995896734487,99.0,161.0,1392.81118765559,1052.3620114552282,365.60986849146053,0.6995518913057345,18064950
